":START_ID",":TYPE",":END_ID","_json"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000483","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0002100"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002100"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000468","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000916","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0000949","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001007","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0000467","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001009","http://www.w3.org/2002/07/owl#disjointWith","efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0002107"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002107"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","relatedTo","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{""property"":""http://purl.obolibrary.org/obo/BFO_0000050"",""value"":""http://purl.obolibrary.org/obo/UBERON_0004647"",""type"":[""related""],""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0004647"",""isObsolete"":{""type"":[""literal""],""value"":""false""}}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","http://www.w3.org/2000/01/rdf-schema#subClassOf","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","hierarchicalParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","{}"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001193","directParent","efo+class+http://purl.obolibrary.org/obo/UBERON_0001637","{}"
