"id:ID",":LABEL","isRoot:string[]","hasChildren:string[]","_json","type:string[]","uri","http__//www.w3.org/2000/01/rdf-schema#subClassOf:string[]","http__//www.w3.org/2002/07/owl#disjointWith:string[]","imported:string[]","shortForm:string[]","http__//www.w3.org/2000/01/rdf-schema#label:string[]","ontologyId:string[]","http__//www.w3.org/2002/07/owl#equivalentClass:string[]","http__//www.w3.org/1999/02/22-rdf-syntax-ns#type:string[]"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001638","OntologyEntity|OntologyClass","false","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""vein"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":""http://purl.obolibrary.org/obo/UBERON_0001981"",""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0001638"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0001638""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0001638","http://purl.obolibrary.org/obo/UBERON_0001981","","false","UBERON_0001638","vein","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001639","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""hepatic portal vein"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0001638"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002107"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0004647"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0001639"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0001639""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0001639","http://purl.obolibrary.org/obo/UBERON_0001638|http://purl.obolibrary.org/obo/UBERON_0002107|http://purl.obolibrary.org/obo/UBERON_0004647","","false","UBERON_0001639","hepatic portal vein","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001981","OntologyEntity|OntologyClass","true","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""blood vessel"",""imported"":""false"",""isRoot"":""true"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0001981"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0001981""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0001981","","","false","UBERON_0001981","blood vessel","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001982","OntologyEntity|OntologyClass","false","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""capillary"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0001981"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002049"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0001982"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0001982""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0001982","http://purl.obolibrary.org/obo/UBERON_0001981|http://purl.obolibrary.org/obo/UBERON_0002049","","false","UBERON_0001982","capillary","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0001986","OntologyEntity|OntologyClass","false","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""endothelium"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":""http://purl.obolibrary.org/obo/UBERON_0000483"",""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0001986"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0001986""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0001986","http://purl.obolibrary.org/obo/UBERON_0000483","","false","UBERON_0001986","endothelium","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002049","OntologyEntity|OntologyClass","true","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""vasculature"",""imported"":""false"",""isRoot"":""true"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002049"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002049""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002049","","","false","UBERON_0002049","vasculature","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002100","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""trunk"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0013702"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002100"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002100""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002100","http://purl.obolibrary.org/obo/UBERON_0000468|http://purl.obolibrary.org/obo/UBERON_0013702","","false","UBERON_0002100","trunk","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002107","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""liver"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0002368"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000467"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000916"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000949"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0001007"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002100"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002423"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002107"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002107""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002107","http://purl.obolibrary.org/obo/UBERON_0002368|http://purl.obolibrary.org/obo/UBERON_0000467|http://purl.obolibrary.org/obo/UBERON_0000916|http://purl.obolibrary.org/obo/UBERON_0000949|http://purl.obolibrary.org/obo/UBERON_0001007|http://purl.obolibrary.org/obo/UBERON_0002100|http://purl.obolibrary.org/obo/UBERON_0002423","","false","UBERON_0002107","liver","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002368","OntologyEntity|OntologyClass","false","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""endocrine gland"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0002530"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000949"",""propertyLabels"":{}}],""http://www.w3.org/2002/07/owl#equivalentClass"":{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2002/07/owl#intersectionOf"":[""http://purl.obolibrary.org/obo/UBERON_0002530"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000949"",""propertyLabels"":{}}],""propertyLabels"":{}},""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002368"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002368""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002368","http://purl.obolibrary.org/obo/UBERON_0002530|http://purl.obolibrary.org/obo/UBERON_0000949","","false","UBERON_0002368","endocrine gland","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002423","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""hepatobiliary system"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000467"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0001007"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002423"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002423""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002423","http://purl.obolibrary.org/obo/UBERON_0000467|http://purl.obolibrary.org/obo/UBERON_0001007","","false","UBERON_0002423","hepatobiliary system","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0002530","OntologyEntity|OntologyClass","false","true","{""hasChildren"":""true"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""gland"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000467"",""propertyLabels"":{}},""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0002530"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0002530""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0002530","http://purl.obolibrary.org/obo/UBERON_0000467","","false","UBERON_0002530","gland","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0004535","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""cardiovascular system"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0000467"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0001009"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0004535"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0004535""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0004535","http://purl.obolibrary.org/obo/UBERON_0000467|http://purl.obolibrary.org/obo/UBERON_0001009","","false","UBERON_0004535","cardiovascular system","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0004647","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""liver lobule"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002107"",""propertyLabels"":{}},""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0004647"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0004647""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0004647","http://purl.obolibrary.org/obo/UBERON_0002107","","false","UBERON_0004647","liver lobule","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0006841","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""central vein of liver"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":[""http://purl.obolibrary.org/obo/UBERON_0001638"",{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000916"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002100"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0002107"",""propertyLabels"":{}},{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0004647"",""propertyLabels"":{}}],""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0006841"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0006841""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0006841","http://purl.obolibrary.org/obo/UBERON_0001638|http://purl.obolibrary.org/obo/UBERON_0000916|http://purl.obolibrary.org/obo/UBERON_0002100|http://purl.obolibrary.org/obo/UBERON_0002107|http://purl.obolibrary.org/obo/UBERON_0004647","","false","UBERON_0006841","central vein of liver","efo","","http://www.w3.org/2002/07/owl#Class"
"efo+class+http://purl.obolibrary.org/obo/UBERON_0013702","OntologyEntity|OntologyClass","false","false","{""hasChildren"":""false"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Class"",""http://www.w3.org/2000/01/rdf-schema#label"":""body proper"",""http://www.w3.org/2000/01/rdf-schema#subClassOf"":{""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#Restriction"",""http://www.w3.org/2002/07/owl#onProperty"":""http://purl.obolibrary.org/obo/BFO_0000050"",""http://www.w3.org/2002/07/owl#someValuesFrom"":""http://purl.obolibrary.org/obo/UBERON_0000468"",""propertyLabels"":{}},""imported"":""false"",""isRoot"":""false"",""ontologyId"":""efo"",""propertyLabels"":{},""shortForm"":""UBERON_0013702"",""type"":[""class"",""entity""],""uri"":""http://purl.obolibrary.org/obo/UBERON_0013702""}","class|entity","http://purl.obolibrary.org/obo/UBERON_0013702","http://purl.obolibrary.org/obo/UBERON_0000468","","false","UBERON_0013702","body proper","efo","","http://www.w3.org/2002/07/owl#Class"
