"id:ID",":LABEL","_json","isPreferredRoot:string[]","hasDirectChildren:string[]","hasHierarchicalParent:string[]","hasHierarchicalChildren:string[]","isDefiningOntology:string[]","linkedEntities:string[]","numHierarchicalDescendants:string[]","type:string[]","definitionProperty:string[]","imported:string[]","http__//www.w3.org/2000/01/rdf-schema#comment:string[]","numDirectDescendants:string[]","ontologyIri:string[]","definition:string[]","hasDirectParent:string[]","iri","http__//www.w3.org/2000/01/rdf-schema#isDefinedBy:string[]","isObsolete:string[]","label:string[]","ontologyPreferredPrefix:string[]","directAncestor:string[]","curie:string[]","shortForm:string[]","http__//www.w3.org/2000/01/rdf-schema#label:string[]","ontologyId:string[]","http__//www.w3.org/1999/02/22-rdf-syntax-ns#type:string[]"
"efo-iri-labels+property+http://purl.obolibrary.org/obo/BFO_0000051","OntologyEntity|OntologyProperty","{""iri"":""http://purl.obolibrary.org/obo/BFO_0000051"",""type"":[""property"",""objectProperty"",""entity""],""curie"":{""type"":[""literal""],""value"":""BFO:0000051""},""directAncestor"":[],""hasDirectChildren"":{""type"":[""literal""],""value"":""false""},""hasDirectParent"":{""type"":[""literal""],""value"":""false""},""hasHierarchicalChildren"":{""type"":[""literal""],""value"":""false""},""hasHierarchicalParent"":{""type"":[""literal""],""value"":""false""},""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":[""http://www.w3.org/2002/07/owl#ObjectProperty"",""http://www.w3.org/2002/07/owl#TransitiveProperty""],""http://www.w3.org/2000/01/rdf-schema#label"":[{""type"":[""literal""],""value"":""has part""},{""type"":[""literal""],""value"":""has_part""}],""imported"":{""type"":[""literal""],""value"":""false""},""isObsolete"":false,""isPreferredRoot"":{""type"":[""literal""],""value"":""false""},""label"":[{""type"":[""literal""],""value"":""has part""},{""type"":[""literal""],""value"":""has_part""}],""numDirectDescendants"":{""type"":[""literal""],""value"":""0""},""numHierarchicalDescendants"":{""type"":[""literal""],""value"":""0""},""ontologyId"":{""type"":[""literal""],""value"":""efo-iri-labels""},""ontologyIri"":{""type"":[""literal""],""value"":""http://www.ebi.ac.uk/efo/efo.owl""},""ontologyPreferredPrefix"":{""type"":[""literal""],""value"":""efo-iri-labels""},""searchableAnnotationValues"":{""type"":[""literal""],""value"":""false""},""shortForm"":{""type"":[""literal""],""value"":""BFO_0000051""},""isDefiningOntology"":false,""appearsIn"":[""efo-iri-labels""],""linkedEntities"":{""BFO:0000051"":{""url"":""http://purl.obolibrary.org/obo/BFO_0000051"",""source"":""https://raw.githubusercontent.com/geneontology/go-site/master/metadata/db-xrefs.yaml"",""curie"":""BFO:0000051""}}}","false","false","false","false","false","","0","property|objectProperty|entity","","false","","0","http://www.ebi.ac.uk/efo/efo.owl","","false","http://purl.obolibrary.org/obo/BFO_0000051","","false","has part|has_part","efo-iri-labels","","BFO:0000051","BFO_0000051","has part|has_part","efo-iri-labels","http://www.w3.org/2002/07/owl#ObjectProperty|http://www.w3.org/2002/07/owl#TransitiveProperty"
"efo-iri-labels+property+http://purl.obolibrary.org/obo/BFO_0000054","OntologyEntity|OntologyProperty","{""iri"":""http://purl.obolibrary.org/obo/BFO_0000054"",""type"":[""property"",""objectProperty"",""entity""],""curie"":{""type"":[""literal""],""value"":""BFO:0000054""},""definition"":{""type"":[""literal""],""value"":""Paraphrase of elucidation: a relation between a realizable entity and a process, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process""},""definitionProperty"":{""type"":[""literal""],""value"":""http://www.w3.org/2000/01/rdf-schema#comment""},""directAncestor"":[],""hasDirectChildren"":{""type"":[""literal""],""value"":""false""},""hasDirectParent"":{""type"":[""literal""],""value"":""false""},""hasHierarchicalChildren"":{""type"":[""literal""],""value"":""false""},""hasHierarchicalParent"":{""type"":[""literal""],""value"":""false""},""http://www.w3.org/1999/02/22-rdf-syntax-ns#type"":""http://www.w3.org/2002/07/owl#ObjectProperty"",""http://www.w3.org/2000/01/rdf-schema#comment"":{""type"":[""literal""],""value"":""Paraphrase of elucidation: a relation between a realizable entity and a process, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process""},""http://www.w3.org/2000/01/rdf-schema#isDefinedBy"":""http://purl.obolibrary.org/obo/bfo.owl"",""http://www.w3.org/2000/01/rdf-schema#label"":{""type"":[""literal""],""datatype"":""http://www.w3.org/1999/02/22-rdf-syntax-ns#langString"",""value"":""realized in"",""lang"":""en""},""imported"":{""type"":[""literal""],""value"":""false""},""isObsolete"":false,""isPreferredRoot"":{""type"":[""literal""],""value"":""false""},""label"":{""type"":[""literal""],""datatype"":""http://www.w3.org/1999/02/22-rdf-syntax-ns#langString"",""value"":""realized in"",""lang"":""en""},""numDirectDescendants"":{""type"":[""literal""],""value"":""0""},""numHierarchicalDescendants"":{""type"":[""literal""],""value"":""0""},""ontologyId"":{""type"":[""literal""],""value"":""efo-iri-labels""},""ontologyIri"":{""type"":[""literal""],""value"":""http://www.ebi.ac.uk/efo/efo.owl""},""ontologyPreferredPrefix"":{""type"":[""literal""],""value"":""efo-iri-labels""},""searchableAnnotationValues"":{""type"":[""literal""],""value"":""false""},""shortForm"":{""type"":[""literal""],""value"":""BFO_0000054""},""isDefiningOntology"":false,""appearsIn"":[""efo-iri-labels""],""linkedEntities"":{""BFO:0000054"":{""url"":""http://purl.obolibrary.org/obo/BFO_0000054"",""source"":""https://raw.githubusercontent.com/geneontology/go-site/master/metadata/db-xrefs.yaml"",""curie"":""BFO:0000054""}}}","false","false","false","false","false","","0","property|objectProperty|entity","http://www.w3.org/2000/01/rdf-schema#comment","false","Paraphrase of elucidation: a relation between a realizable entity and a process, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process","0","http://www.ebi.ac.uk/efo/efo.owl","Paraphrase of elucidation: a relation between a realizable entity and a process, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process","false","http://purl.obolibrary.org/obo/BFO_0000054","http://purl.obolibrary.org/obo/bfo.owl","false","realized in","efo-iri-labels","","BFO:0000054","BFO_0000054","realized in","efo-iri-labels","http://www.w3.org/2002/07/owl#ObjectProperty"
